pepA	azuC	crp	melR	prpR	rhaS	mtlR	zraR	fucR	ascG	lsrD	tnaA	mtlA	fucI	hofB	trxA	yhfA	malY	kbaZ	malK	cyaR	dadX	prpE	mtlD	agp	lsrC	araA	rhaD	entD	xseA	ykgR	glgA	hofC	fiu	modA	cirA	htpG	dksA	modC	gdhA	sfsA	zraP	dsdA	zraS	fbaA	agaV	fucA	glgS	fucU	glpE
0.7125739	0.4591536	0.6300764	0.6836232	0.6808930	0.5409358	0.5095683	0.4035425	0.5674370	0.2060958	0.2351362	0.6506188	0.4956874	0.8609126	0.7939798	0.2327065	0.6262001	0.0243903	0.6651257	0.6284389	0.3230934	0.6614350	0.8111072	0.4619829	0.5170158	0.4201407	0.7677950	0.7832390	0.7290169	0.4743528	0.6927941	0.8481686	0.7274045	0.2615033	0.3663093	0.6980013	0.7010563	0.6502816	0.5826370	0.2734369	0.4954405	0.6363618	0.6015702	0.6616946	0.5873179	0.6365851	0.6541006	0.2950604	0.4006038	0.7965631
0.5374598	0.0916527	0.8242976	0.5772387	0.2994572	0.5292805	0.6736534	0.5518527	0.4893816	0.6823149	0.3871027	0.7201928	0.4075865	0.7730084	0.6859219	0.2297603	0.7112277	0.0390362	0.7393870	0.6936912	0.5422658	0.5934250	0.6958676	0.5274776	0.6514739	0.5758326	0.6848504	0.8892901	0.6144386	0.1862067	0.8305019	0.6991128	0.6707468	0.4319775	0.3765639	0.8269391	0.4097135	0.7875203	0.7664431	0.1532057	0.5019423	0.7161065	0.7136700	0.7352192	0.6298557	0.5741924	0.7673915	0.5368137	0.4934491	0.8533317
0.7789688	0.4739852	0.5170528	0.6651803	0.2788299	0.4844334	0.4945940	0.4811009	0.3786689	0.4929604	0.2840902	0.7952187	0.7396467	0.7604266	0.6393140	0.3585199	0.6000533	0.0977210	0.7421499	0.8871809	0.5123693	0.7498417	0.7372351	0.5455890	0.4415332	0.5344439	0.7096077	0.6608968	0.6865304	0.5550623	0.7383183	0.6933153	0.6408124	0.2185855	0.3408197	0.8080789	0.5800396	0.5958883	0.8372564	0.3723835	0.2775134	0.7868213	0.6772178	0.6853939	0.4514840	0.6594468	0.6968027	0.2155396	0.3509050	0.7403075
0.8594776	0.6781498	0.3995143	0.6683126	0.3862444	0.2994146	0.3607354	0.3643095	0.2922220	0.7757071	0.1085877	0.6823843	0.7369674	0.7920963	0.7090217	0.2968217	0.4612910	0.2419436	0.6513553	0.7125064	0.1554710	0.5937735	0.7595654	0.3424949	0.3113834	0.2960254	0.5698778	0.6067964	0.7482272	0.5681310	0.5328162	0.6725187	0.5496465	0.2765176	0.2032122	0.8204625	0.4753215	0.3541387	0.6038262	0.5220227	0.2918814	0.8144084	0.7582674	0.6104303	0.4826773	0.4132061	0.7164618	0.1834802	0.1747110	0.8192978
0.6352265	0.4011309	0.5513562	0.6877396	0.1107536	0.3625444	0.4505387	0.4063030	0.4865274	0.9011193	0.1968418	0.8134569	0.7362542	0.7775448	0.9143525	0.2792842	0.5809919	0.1125070	0.6662904	0.7752581	0.4312786	0.8639114	0.6359244	0.4667168	0.4220555	0.3304166	0.6743419	0.7230795	0.6778815	0.4874879	0.6889779	0.7543744	0.6289468	0.3551230	0.3255830	0.7348043	0.3350976	0.4941855	0.6860642	0.2367856	0.3814339	0.6216578	0.5806131	0.7889572	0.5910256	0.6616906	0.5894890	0.3866386	0.3424550	0.6596589
0.8174786	0.1417033	0.6514664	0.8551282	0.3392428	0.5354900	0.6144739	0.4404279	0.6060579	0.5350724	0.2576999	0.7797230	0.6586925	0.9593302	0.7716866	0.2107209	0.6923132	0.0713631	0.6985364	0.8887299	0.5142838	0.7243471	0.7434254	0.3903916	0.6513363	0.4477203	0.7000248	0.7214120	0.8561348	0.3017621	0.6784331	0.7063031	0.6678007	0.3644031	0.4038894	0.5816363	0.5056148	0.6440725	0.7596242	0.1177103	0.5973298	0.7184032	0.7515845	0.7638061	0.6486436	0.5766039	0.8037427	0.5366631	0.5018179	0.7292294
0.7726637	0.0822678	0.6704324	0.7841111	0.4608369	0.5028151	0.6627850	0.5989817	0.5876376	0.6906626	0.3214420	0.8492653	0.5828494	0.8382721	0.7322011	0.2689586	0.6484592	0.0323412	0.4890830	0.7778618	0.5656312	0.6510173	0.8344976	0.3386115	0.5694337	0.4835368	0.7883121	0.7599819	0.8216115	0.2170899	0.7012656	0.8092896	0.7010702	0.4963020	0.5111971	0.7228867	0.4796708	0.6957415	0.6923315	0.0898517	0.4624986	0.6811292	0.7132434	0.4829727	0.6457316	0.5938528	0.7176484	0.5449897	0.4494421	0.8057876
0.7409815	0.0771342	0.7661667	0.7916929	0.1334344	0.5526930	0.6274762	0.6593994	0.5619749	0.5233217	0.2887466	0.7281311	0.5031264	0.7666341	0.8234581	0.2903201	0.6470847	0.0284258	0.7827798	0.6941166	0.4531082	0.6976344	0.8443326	0.4255817	0.6592819	0.3770055	0.7068932	0.8461815	0.7418909	0.2034701	0.6637385	0.7171645	0.6944047	0.4436892	0.4657498	0.7902819	0.3752741	0.8417198	0.7489161	0.1815630	0.6093098	0.6641393	0.9305447	0.7154353	0.7376988	0.6682820	0.7743171	0.4331221	0.5254511	0.9052036
0.3933540	0.1846348	0.8068338	0.7732504	0.0956249	0.4625887	0.6329157	0.6040458	0.5860698	0.6541665	0.6220739	0.8007553	0.3699997	0.7815758	0.6704882	0.1762195	0.5789389	0.0413780	0.7910199	0.8781731	0.4956658	0.6561720	0.7403651	0.5707923	0.6029045	0.3381690	0.7341094	0.6115663	0.7118190	0.2101673	0.7153865	0.6450551	0.6522798	0.4622108	0.3937051	0.7684769	0.3865855	0.6985983	0.8603271	0.1923968	0.5351593	0.7062488	0.7272231	0.6390815	0.6864944	0.6285999	0.6419042	0.5177908	0.6643768	0.7376419
0.5386164	0.1228336	0.5819849	0.7949058	0.4864739	0.3962900	0.5522454	0.6609393	0.4445720	0.4340129	0.3066342	0.8150159	0.4293568	0.7073947	0.6601934	0.2471511	0.6659627	0.0445330	0.6375867	0.6893008	0.5159059	0.7280198	0.7052867	0.6123452	0.6003787	0.6936411	0.7284342	0.7186987	0.7510835	0.1845834	0.7254605	0.7510752	0.6921024	0.3908882	0.3981869	0.7257702	0.5139826	0.6295598	0.6106101	0.2162737	0.5328917	0.8741972	0.7127760	0.7652655	0.6537218	0.6384113	0.5656961	0.6292972	0.4657672	0.7341123
0.8020020	0.1485594	0.6986496	0.7004435	0.0013779	0.4396915	0.6611380	0.5498063	0.4776122	0.8168518	0.4220667	0.7525007	0.6107542	0.7292390	0.6543324	0.2131775	0.6859488	0.0279172	0.7081418	0.7132317	0.4613971	0.7123563	0.1593624	0.5765429	0.6372681	0.4985574	0.7834069	0.7301893	0.5724157	0.1971433	0.6772818	0.6673022	0.6644366	0.4001373	0.5885236	0.8498886	0.4385820	0.7217259	0.6729371	0.1640058	0.5294833	0.6814091	0.7933805	0.7481537	0.7557979	0.6115155	0.7466716	0.6497193	0.5034736	0.7335615
0.7495559	0.0997920	0.7942787	0.6275856	0.1461000	0.3608650	0.6387827	0.5812052	0.4946613	0.7340421	0.3019245	0.6279485	0.6484558	0.7690423	0.8036118	0.2493678	0.7138334	0.0515813	0.7341737	0.7911316	0.5130645	0.8661570	0.7049189	0.3687181	0.7662466	0.4649373	0.6739895	0.7224148	0.6536692	0.2499887	0.7952476	0.7613088	0.8188725	0.3961420	0.4609473	0.7603816	0.3661409	0.6549040	0.7160095	0.2001128	0.4714988	0.7284245	0.7633515	0.7058744	0.6112741	0.6403234	0.6947608	0.6022144	0.5692085	0.7152917
0.6691780	0.1995694	0.5391483	0.5723565	0.3895808	0.4731669	0.5394854	0.5774664	0.5148705	0.8311658	0.3584248	0.8185076	0.6959268	0.7829519	0.7375240	0.2891191	0.5802170	0.0731833	0.7651546	0.7245139	0.3496858	0.6950832	0.6929751	0.5731623	0.5560823	0.3444035	0.7220601	0.6145640	0.6057145	0.4082113	0.7717237	0.6953154	0.7755258	0.4353227	0.3392598	0.8292157	0.2856346	0.6306969	0.6709893	0.2024890	0.3965268	0.7593914	0.7444627	0.7160450	0.6486976	0.6195683	0.5968207	0.3828613	0.4424001	0.6262310
0.5938570	0.0909753	0.7482441	0.8481690	0.4590241	0.4852201	0.6583329	0.5643335	0.5307822	0.3782110	0.3772190	0.7924442	0.5421515	0.7001607	0.7959860	0.1537416	0.5189294	0.0140723	0.6098526	0.7392826	0.6822840	0.7005570	0.6856365	0.3605301	0.7546578	0.4075863	0.7224675	0.7198177	0.7381204	0.1901764	0.8493113	0.6402223	0.7246016	0.4273235	0.4681228	0.7223266	0.5067233	0.7226920	0.6716942	0.0961125	0.5282394	0.7102979	0.8045789	0.8376996	0.6528111	0.6880934	0.6046195	0.6960713	0.5050057	0.6359259
0.7112538	0.0439220	0.7194753	0.6863192	0.3260628	0.4794755	0.5930402	0.6272751	0.5230403	0.4467602	0.3950373	0.6867609	0.1053153	0.8972247	0.6376271	0.2549668	0.6310098	0.0327210	0.6950502	0.7545357	0.4548767	0.7937511	0.7054849	0.5100683	0.5560131	0.5218126	0.7069519	0.8231966	0.6410481	0.1974517	0.7349435	0.6796200	0.7060187	0.4652638	0.4590295	0.5776197	0.4548392	0.6695691	0.6583307	0.1360400	0.4775920	0.7568870	0.7823430	0.5711041	0.6535271	0.7295945	0.5908976	0.5260682	0.5102289	0.6429384
0.7606094	0.3898988	0.4990304	0.7943560	0.4170006	0.4693300	0.5635534	0.3679146	0.6964006	0.5994987	0.3123255	0.8253582	0.6003402	0.7431377	0.7180997	0.2606643	0.6559579	0.1185226	0.6455506	0.9156748	0.2996010	0.6918524	0.7628558	0.4150210	0.5722081	0.4030706	0.8870228	0.7089887	0.7379462	0.4579215	0.6124305	0.6998642	0.6394215	0.2745741	0.6311054	0.8756616	0.4029662	0.6601026	0.6397344	0.2572895	0.3207409	0.8695594	0.7268446	0.7933721	0.5330733	0.7589298	0.8971876	0.4663052	0.5618114	0.6268982
0.4215872	0.3997063	0.5479791	0.8038973	0.5168284	0.4899506	0.5780576	0.5147205	0.4872965	0.7037688	0.3177377	0.7309122	0.3991656	0.6894606	0.6613761	0.3236110	0.5354593	0.1183161	0.6674393	0.6853880	0.3531215	0.7247436	0.6348816	0.3065310	0.5374934	0.3950351	0.7892335	0.8759870	0.8807840	0.5075597	0.6329344	0.6924595	0.5768993	0.2731244	0.2833878	0.6411099	0.4118325	0.5521803	0.7323234	0.3447477	0.2826962	0.6193812	0.8484704	0.7239567	0.5478010	0.5622920	0.7109533	0.2689416	0.4858766	0.7520230
0.7112241	0.1705335	0.6513969	0.6166548	0.2587162	0.3913775	0.6568757	0.6811933	0.5733839	0.8640904	0.5321898	0.5912307	0.7191037	0.7989883	0.8688429	0.2787437	0.6352869	0.0424746	0.8431238	0.6677274	0.5552781	0.7839155	0.7078386	0.3830799	0.6941825	0.3261176	0.7372102	0.6753750	0.7991987	0.3048413	0.5983579	0.6997617	0.6374087	0.3573387	0.4583867	0.9133891	0.2891045	0.6722004	0.6469938	0.2405484	0.4971644	0.6662410	0.6713631	0.7999143	0.6416522	0.7471622	0.7068214	0.4632010	0.5063243	0.6738233
0.7541518	0.1064112	0.6984289	0.6654561	0.4270820	0.5781283	0.5764349	0.5609389	0.5111761	0.7354271	0.4134519	0.5853293	0.3301984	0.7984673	0.6542497	0.2209323	0.6224540	0.0406066	0.6570064	0.7948590	0.5485740	0.7152012	0.7553698	0.3779439	0.5644469	0.5365654	0.8206654	0.5611548	0.7695263	0.2669363	0.6411788	0.6942171	0.7827873	0.3199765	0.4544946	0.7047514	0.2875779	0.7509136	0.5129952	0.1383492	0.4761224	0.7450525	0.8582833	0.7074803	0.7121038	0.6175626	0.6477994	0.6887473	0.5384970	0.5830626
0.3813364	0.0849000	0.5213795	0.6366072	0.2692831	0.5627076	0.5679943	0.6852760	0.6756402	0.7511430	0.4485697	0.7195878	0.5590505	0.7850989	0.6918733	0.1732233	0.8329077	0.0492763	0.6984168	0.6320171	0.5972576	0.7382664	0.6849159	0.6025340	0.4697212	0.3486504	0.5795471	0.6215969	0.6675692	0.2177391	0.7727043	0.7876627	0.6152899	0.4436546	0.6683628	0.7940055	0.4142284	0.7088922	0.7631027	0.1197640	0.5969140	0.6435964	0.8032655	0.8244490	0.6743377	0.6117287	0.7389517	0.6295813	0.5296231	0.7890908
0.5788988	0.1409828	0.7664628	0.6641917	0.5449073	0.4620019	0.6095610	0.5636785	0.6028415	0.7609367	0.3227508	0.8541838	0.5700854	0.7353652	0.7169590	0.1863377	0.5674840	0.0192964	0.6325396	0.7551102	0.3866778	0.8685016	0.7364415	0.3565340	0.5814189	0.5342114	0.7513913	0.7636724	0.7890375	0.1196190	0.6757990	0.8243538	0.7051297	0.4656338	0.4675537	0.7402076	0.2121173	0.6703849	0.7370376	0.1045084	0.6247274	0.6447555	0.7155954	0.6735866	0.7219306	0.6787184	0.7062113	0.5641980	0.5398167	0.8816954
0.6778739	0.0736709	0.8951475	0.6186476	0.2649734	0.5393061	0.5610506	0.6994626	0.4982248	0.6580637	0.3334545	0.7651575	0.6325029	0.7126395	0.8424980	0.2305025	0.6971066	0.0283063	0.7197502	0.6913236	0.3368757	0.8644183	0.6502882	0.4406202	0.5113169	0.4270264	0.8071209	0.7529492	0.6580721	0.2606416	0.6888821	0.6798708	0.7397441	0.4263969	0.4859053	0.6681495	0.2919234	0.5674574	0.6924522	0.1069143	0.4289686	0.7141865	0.6333788	0.6356748	0.6405356	0.7784165	0.7555005	0.4515352	0.5098534	0.6893512
0.6770595	0.1883868	0.6382228	0.6976028	0.0690258	0.4480584	0.6983440	0.5529982	0.5094689	0.7919982	0.3452450	0.7163324	0.3800361	0.7032913	0.6434101	0.2087752	0.6296484	0.0120244	0.7997503	0.7302032	0.4089319	0.7811558	0.6515198	0.3857751	0.4329512	0.5213840	0.7618247	0.7577697	0.7962671	0.2538140	0.6448286	0.7098117	0.6769582	0.4878064	0.4016662	0.7772366	0.3686823	0.7500903	0.7887245	0.2684475	0.4044191	0.8417389	0.7776773	0.7975991	0.4605413	0.5541749	0.7109538	0.4239351	0.4305798	0.7110479
0.7455763	0.0830223	0.6130501	0.7826112	0.1326223	0.7274532	0.5172194	0.8047617	0.5894599	0.9075357	0.2704328	0.8583617	0.5021101	0.8140050	0.7893083	0.0642088	0.5292379	0.0144065	0.5763348	0.6654693	0.4883845	0.8320140	0.6654147	0.4049571	0.6653166	0.4682024	0.8303356	0.6134665	0.7532734	0.1862544	0.8415490	0.7902553	0.6057684	0.4507573	0.5822687	0.9625567	0.4085184	0.7055139	0.6317032	0.1035588	0.4266996	0.6605799	0.6998360	0.7083437	0.6377293	0.6065857	0.6058711	0.5976090	0.6252425	0.7122635
0.7855405	0.1080431	0.7936870	0.8987503	0.7317875	0.5748717	0.6425972	0.5509068	0.5543848	0.7849851	0.3092904	0.7426802	0.5721710	0.6987218	0.7932610	0.2706790	0.5957945	0.0215621	0.6708753	0.7043319	0.4786953	0.6789892	0.8531979	0.5024587	0.6946095	0.4464749	0.7035466	0.7642472	0.7084698	0.3164637	0.7954047	0.5848464	0.7402112	0.4073211	0.3967702	0.6327018	0.3140202	0.7130707	0.7225581	0.1396427	0.5107170	0.6854676	0.6731642	0.7598510	0.6227363	0.6503872	0.7186807	0.6187898	0.5404194	0.7867858
0.8923036	0.0887408	0.5919914	0.7461257	0.3923036	0.4677578	0.6540770	0.6490799	0.5941239	0.8573103	0.3465211	0.6240511	0.2853599	0.7934924	0.8036638	0.1736964	0.6472848	0.0685189	0.6945479	0.7978778	0.4096482	0.6417218	0.7739080	0.4450618	0.5003372	0.3850190	0.7243000	0.7413609	0.6563339	0.2750329	0.6898796	0.7577997	0.7515818	0.5100966	0.4309376	0.6745830	0.3069209	0.7691608	0.6880094	0.0422118	0.4896769	0.7284894	0.6976729	0.7208722	0.5461754	0.5626530	0.5775522	0.5900606	0.5244309	0.7412433
0.5253258	0.1805683	0.6127024	0.9605569	0.1706934	0.5031829	0.5894322	0.6703093	0.5081729	0.6836842	0.3043508	0.6794966	0.5384977	0.8729953	0.7267551	0.1676723	0.7132030	0.1086774	0.7954445	0.7224859	0.5752271	0.7226872	0.7450181	0.4528069	0.6047254	0.3577325	0.7313897	0.7906253	0.6229630	0.2806268	0.5751620	0.7864672	0.6995650	0.3323530	0.4049267	0.7598156	0.4074715	0.7731637	0.7075052	0.0234946	0.3249131	0.6651929	0.7433019	0.7100446	0.7009187	0.7026332	0.7594748	0.4516922	0.4442172	0.8091302
0.6223710	0.0514822	0.7802185	0.8626977	0.2393903	0.4794737	0.6617211	0.6172615	0.7039888	0.7879990	0.4540078	0.7620485	0.3251800	0.6324373	0.6699659	0.1708745	0.6083260	0.0028715	0.6841490	0.8529684	0.5723461	0.7812062	0.7328674	0.4001194	0.6714238	0.4333889	0.6704309	0.6633648	0.8737846	0.1629538	0.7615468	0.7592173	0.7840509	0.4207021	0.5513842	0.7629081	0.4222061	0.6799852	0.7348258	0.1241661	0.7374906	0.7045846	0.7696512	0.7072506	0.5805982	0.6623012	0.7927168	0.6983391	0.5734133	0.5919063
0.7135727	0.2378377	0.5974775	0.7189285	0.4321816	0.6380463	0.4883599	0.7096546	0.5349278	0.6207999	0.3698497	0.7032560	0.5196529	0.6298714	0.7973505	0.2419809	0.7376707	0.0346921	0.5764847	0.6734116	0.2911971	0.7122036	0.6982375	0.3428481	0.5646056	0.5178101	0.8948237	0.7754549	0.6592767	0.3617067	0.6846241	0.6093159	0.6741215	0.2989664	0.3647383	0.7773239	0.4723641	0.6479387	0.6651593	0.2314020	0.3942893	0.7802897	0.6482449	0.8546763	0.5899707	0.6923461	0.8903681	0.3814129	0.4773182	0.6643925
0.7009664	0.0906588	0.8223101	0.6597190	0.3068875	0.5092985	0.5230620	0.6864097	0.6135137	0.7662685	0.5101938	0.7732731	0.4877839	0.6921045	0.5985290	0.2226776	0.5002903	0.0978697	0.7509720	0.7237154	0.5702704	0.6949256	0.6895343	0.3815316	0.6915522	0.4998674	0.8397733	0.6799422	0.7422621	0.1146255	0.6876968	0.7244608	0.7078641	0.4072716	0.5227096	0.6946827	0.3324571	0.6902414	0.8813564	0.1062701	0.5124395	0.6998582	0.6508313	0.8555872	0.7276336	0.7508723	0.5246677	0.6736414	0.6091454	0.6596862
0.7172653	0.1962191	0.6502978	0.6704101	0.3918432	0.4512981	0.6022107	0.5198682	0.4901394	0.8209322	0.2282621	0.7521271	0.4948708	0.7610065	0.7356320	0.2142328	0.5344126	0.0370531	0.7091389	0.6713317	0.3673908	0.6660887	0.6611994	0.3891464	0.4218876	0.3259143	0.8025843	0.6604012	0.6783633	0.4359220	0.6348259	0.6829343	0.8733037	0.3090469	0.4805982	0.8283545	0.4067679	0.6569578	0.7169317	0.2099124	0.3740572	0.7474707	0.6875447	0.7532895	0.5391629	0.7417164	0.6284340	0.4817067	0.3987481	0.7551783
0.7168197	0.2451662	0.6053750	0.8191233	0.1937422	0.4767294	0.5789153	0.7384086	0.5972681	0.2320019	0.3405821	0.7189103	0.5308491	0.7915644	0.7095637	0.2132872	0.7923486	0.1001041	0.6157106	0.6228198	0.6002626	0.7944914	0.7276056	0.4791625	0.4912684	0.3903084	0.6940139	0.6102915	0.7476875	0.3440603	0.8171890	0.6648692	0.7196924	0.2943988	0.3528141	0.6008745	0.8724473	0.5850978	0.8085394	0.1308807	0.6252480	0.7078388	0.7674161	0.6753796	0.6549138	0.6139043	0.7371221	0.3505072	0.5364974	0.7589156
0.6082211	0.1741553	0.6864660	0.7105778	0.2350343	0.3713279	0.5517756	0.5893581	0.5230174	0.3740070	0.2668189	0.6066451	0.4430679	0.8140694	0.6426807	0.2416827	0.5194667	0.1196470	0.7337224	0.7775912	0.3455409	0.7558657	0.6929036	0.5538452	0.4105852	0.3375942	0.7206423	0.7261188	0.6034174	0.3515355	0.6736104	0.7061116	0.6861915	0.2895550	0.5081525	0.7259789	0.6931627	0.7118330	0.6815555	0.2717916	0.5297038	0.7877340	0.6103310	0.6414309	0.5047404	0.6305157	0.6366107	0.3787481	0.4637900	0.6853846
0.7897857	0.1131850	0.8505263	0.6127009	0.1979398	0.4718991	0.6772984	0.6534479	0.5377350	0.7284547	0.2882773	0.6898998	0.3790128	0.6538381	0.7574546	0.2249741	0.6817901	0.0253255	0.7848798	0.9000600	0.5067405	0.6968368	0.7098608	0.3516798	0.7316494	0.3569710	0.6823800	0.7457432	0.6147056	0.0470167	0.6418887	0.6454842	0.8729798	0.3825882	0.4907201	0.7750882	0.5103822	0.6436694	0.7787087	0.1451018	0.3684250	0.8013535	0.8110404	0.7646203	0.5889734	0.5960430	0.7776925	0.5385168	0.5529949	0.6260251
0.3547003	0.1427047	0.7088671	0.6406072	0.4060394	0.4704365	0.7013475	0.7692642	0.8211475	0.2512731	0.4741619	0.6961927	0.2790978	0.7935319	0.7289499	0.2401853	0.6346163	0.0451887	0.6755322	0.7064973	0.4675864	0.7294348	0.6213399	0.5054448	0.6448153	0.4103748	0.7659915	0.6723755	0.7742732	0.1435546	0.8280264	0.7253681	0.5920289	0.4269949	0.4272394	0.6684847	0.3918402	0.8025109	0.6526463	0.1732564	0.5252638	0.6887718	0.7676493	0.6139695	0.6795766	0.6514940	0.8235666	0.7001624	0.6296334	0.7799973
