pspF	rstB	phoP	treR	rstA	mgtA	slyB	pagP	borD	ybjG	purH	phoQ	metB	hemL	pspE	treB	mgrB	argD	pspB	pspD	metL	purD	pspG	pspC	asr	yrbL	pspA	nagA	treC	dcuD	rutB	ygiA	malS	tolC	rutC	rutD	rutA	rutG	rutF	rutE	ygiC	fadL	ygiB	narJ	narI	narG	narH	csgE	csgF	acrB
0.7131731	0.3492034	0.6792815	0.1480299	0.5929478	0.4005830	0.6278094	0.4379969	0.7443020	0.6786175	0.6419731	0.6794537	0.5023321	0.6184861	0.6196458	0.4010384	0.6397123	0.1721829	0.6245504	0.6060042	0.6671127	0.3469065	0.6097379	0.6082253	0.5088674	0.5211376	0.6851402	0.3430167	0.4335027	0.0717088	0.6456353	0.7189843	0.6332890	0.7645456	0.5183480	0.5330024	0.7017870	0.4355671	0.5742763	0.3733594	0.4280524	0.7186379	0.6722137	0.6784707	0.5736361	0.6281821	0.5664131	0.2908058	0.2657719	0.0344310
0.5463076	0.2899668	0.5104029	0.1110994	0.7103214	0.3837651	0.6130384	0.5971845	0.7544023	0.6586323	0.7414329	0.6034352	0.5840478	0.6683387	0.4553329	0.3393192	0.7037848	0.1592511	0.5387806	0.6147603	0.6422211	0.3391412	0.5572951	0.4645002	0.4529484	0.7064580	0.5103282	0.5076508	0.6394712	0.0716847	0.3750630	0.6565629	0.6522146	0.4794712	0.5023499	0.2915129	0.5768481	0.2856264	0.7171411	0.4592426	0.3962865	0.6002789	0.6823213	0.6665215	0.4141314	0.8299814	0.5164114	0.2697509	0.3537022	0.2271816
0.5623914	0.3796985	0.7583042	0.1129467	0.8141378	0.4602607	0.6023676	0.4913525	0.7519906	0.6384266	0.6361127	0.6322083	0.4545645	0.6434499	0.4724210	0.2423454	0.7044240	0.0718648	0.6366316	0.6594002	0.6441896	0.5873311	0.6343109	0.4837190	0.4957280	0.6130190	0.6304876	0.5292686	0.7553488	0.1098851	0.3833703	0.7794179	0.6076709	0.4907772	0.6761121	0.5184439	0.7097187	0.3123608	0.6232678	0.4593625	0.5867983	0.8179506	0.6278691	0.7392903	0.3727079	0.7309979	0.5666182	0.2663704	0.2294731	0.2270234
0.4661863	0.4406296	0.6666521	0.0925657	0.5367292	0.3398476	0.5043319	0.8000175	0.4963505	0.7517732	0.5970414	0.5713987	0.3527257	0.6822946	0.3920894	0.3704495	0.6566230	0.1211208	0.5679105	0.6347709	0.6217615	0.3592402	0.5731088	0.6062411	0.5318416	0.5795181	0.5619530	0.6315623	0.5721774	0.0905906	0.4929090	0.5487312	0.4685117	0.6970834	0.4064329	0.4390824	0.6383611	0.3377675	0.7448734	0.4064178	0.5912891	0.6325248	0.7550676	0.7143428	0.6174469	0.7920955	0.6132537	0.3117129	0.4078223	0.0853270
0.8256550	0.3894530	0.6621902	0.1179114	0.6620612	0.3487569	0.6421881	0.5553913	0.7038397	0.8236246	0.7174678	0.6303253	0.6206704	0.6680800	0.5614910	0.5488897	0.5804799	0.1160403	0.6196654	0.7088219	0.6693178	0.3968146	0.6375996	0.7342746	0.4488265	0.5447832	0.7001683	0.3852363	0.5847325	0.0460633	0.4352738	0.6177267	0.6222284	0.5545632	0.6739253	0.4315887	0.5232131	0.3759014	0.5994680	0.4344023	0.5118005	0.5839462	0.7746087	0.7175272	0.5595918	0.6773339	0.4484056	0.3256871	0.4033085	0.1886602
0.4571305	0.4350916	0.7061345	0.1056666	0.6287267	0.3106930	0.6108400	0.5057723	0.9393684	0.6240731	0.6195392	0.5680825	0.6325524	0.6683316	0.5846008	0.4460554	0.6111103	0.1160508	0.5388384	0.5728490	0.6906047	0.3892254	0.4463901	0.6084169	0.4861039	0.5839319	0.5484447	0.4715433	0.6259997	0.0812107	0.4969893	0.7131069	0.6428030	0.5401132	0.5627641	0.3787840	0.6438570	0.4863458	0.6249359	0.5158676	0.6151363	0.6778825	0.6069949	0.7213750	0.4676077	0.6144733	0.5687246	0.3675588	0.2638854	0.2118486
0.6185475	0.3369792	0.6318580	0.0781440	0.7098566	0.3988050	0.6901511	0.3487010	0.5866167	0.7359949	0.6196000	0.7590356	0.4832984	0.6787863	0.7205960	0.5077559	0.6057608	0.0632126	0.7044670	0.5471457	0.6017901	0.6901236	0.7978546	0.4684087	0.6097783	0.6238533	0.8005489	0.4042572	0.6182727	0.0184624	0.4191242	0.6520551	0.6464094	0.5028285	0.5663511	0.4285448	0.6691722	0.3143618	0.6243749	0.4151712	0.5059175	0.6245857	0.7220013	0.6435506	0.5863738	0.6796039	0.5511324	0.1933861	0.4030636	0.0953051
0.3003975	0.3305029	0.3102605	0.1801008	0.6190068	0.2123043	0.3996929	0.4284095	0.6115748	0.6433124	0.5049639	0.5201647	0.1366579	0.6719232	0.2576908	0.2710537	0.7014923	0.3278969	0.6150166	0.5919591	0.7228794	0.0624211	0.5509686	0.4347770	0.5262002	0.4644153	0.1717487	0.3406901	0.5303141	0.1151990	0.1168443	0.4524611	0.2874833	0.3208599	0.3594993	0.1795469	0.6710328	0.1867635	0.5586175	0.1929666	0.2395528	0.7456579	0.6374589	0.5923036	0.3126394	0.7246363	0.6050951	0.2933792	0.4284660	0.2307572
0.7840774	0.4443467	0.6177250	0.1272728	0.6730166	0.4375575	0.6535232	0.5079179	0.7572948	0.5310674	0.8109824	0.6555977	0.6412522	0.6612923	0.5394165	0.2709916	0.5960368	0.1106298	0.6728433	0.5293898	0.6849642	0.2160770	0.5852184	0.6489560	0.5890812	0.6775744	0.6363771	0.3216990	0.5877258	0.0191939	0.4734606	0.6770212	0.6014834	0.6333237	0.5258626	0.4767595	0.7282180	0.3289752	0.6354034	0.3606274	0.5650722	0.7551591	0.6805709	0.8426018	0.5209151	0.7112275	0.4180049	0.3814060	0.4716245	0.2150592
0.5515696	0.3780664	0.5920012	0.1810087	0.6226307	0.3127059	0.6482455	0.4279282	0.6869021	0.7260209	0.7946308	0.6044676	0.3264689	0.7862202	0.4420005	0.3705961	0.7425378	0.1208369	0.6369229	0.5614868	0.7132742	0.3236742	0.5615118	0.4403783	0.5261792	0.6227668	0.5755876	0.3572326	0.5392435	0.0897886	0.4368360	0.7141502	0.6016138	0.4771359	0.4217423	0.3349787	0.6708395	0.3314924	0.7825202	0.4639392	0.3558568	0.5197555	0.7252759	0.5723284	0.4032432	0.5472286	0.4828710	0.1811707	0.3484088	0.1635822
0.7351443	0.4582433	0.4534715	0.1483697	0.5491658	0.2729743	0.6687760	0.4391293	0.7298267	0.8548223	0.6679322	0.5766956	0.2813412	0.6862958	0.6315355	0.2703453	0.7472705	0.1793076	0.5527568	0.5890782	0.6067392	0.1407482	0.6432099	0.5832077	0.4810453	0.5823888	0.5468312	0.3198669	0.8375370	0.0744282	0.3446586	0.6256917	0.6620859	0.4708048	0.4632579	0.3032021	0.7579679	0.4003621	0.7574945	0.2582661	0.3174981	0.6890266	0.7973992	0.6928317	0.3858584	0.7352679	0.5432922	0.2791833	0.3003078	0.2776632
0.6756856	0.3312611	0.7001719	0.1613334	0.8298456	0.5237888	0.6190377	0.5489973	0.5260654	0.6981074	0.6625325	0.7538142	0.3643499	0.5929563	0.5175125	0.2441549	0.6755156	0.0534533	0.7504415	0.8357615	0.7139486	0.4338556	0.4848342	0.5230727	0.5030733	0.4590371	0.5468366	0.3110682	0.7138729	0.0200283	0.3939651	0.7046882	0.6109847	0.6415954	0.5878022	0.5313329	0.6556166	0.3658354	0.5591229	0.3393349	0.5734737	0.6835685	0.5562614	0.7602303	0.5572485	0.6584325	0.5796877	0.1440931	0.3253532	0.2658317
0.6615292	0.4249231	0.6892394	0.1829964	0.5326245	0.3711942	0.6617377	0.4399752	0.6391134	0.7010410	0.6609515	0.6359993	0.4177941	0.6371592	0.5202998	0.3093138	0.5782157	0.1785069	0.5846446	0.6927627	0.5863027	0.4749590	0.6741813	0.6931919	0.5825345	0.6294664	0.5783836	0.3357300	0.1851886	0.1223592	0.3479101	0.6499325	0.5573879	0.4725469	0.7596726	0.3775270	0.7345205	0.3977247	0.5921869	0.4580077	0.5019549	0.6456517	0.7479365	0.5695416	0.4213049	0.7185206	0.3801219	0.3020648	0.2709120	0.0652102
0.6904755	0.1897948	0.3297697	0.1501036	0.7539938	0.4377451	0.6281935	0.3883472	0.7630969	0.6250098	0.5827671	0.5187147	0.3310170	0.6842103	0.7372698	0.3110530	0.5832187	0.0731929	0.7164044	0.5997237	0.7814251	0.1022026	0.6325107	0.6566120	0.5501661	0.4281051	0.6309327	0.1751437	0.7533563	0.1100785	0.3945442	0.7641600	0.4464728	0.4760373	0.3758398	0.3185654	0.5785048	0.2457985	0.5664456	0.2521743	0.3926933	0.6978651	0.7721904	0.6453610	0.5690006	0.7468082	0.5582104	0.2578216	0.4046244	0.0597549
0.5820831	0.3639226	0.5327029	0.0776677	0.7123388	0.5463261	0.7533602	0.4126938	0.6567835	0.7992501	0.7015019	0.6420068	0.4647016	0.5834342	0.5865391	0.4319721	0.7500145	0.1590570	0.7328714	0.5637281	0.7262776	0.2324129	0.7474183	0.6117594	0.5055379	0.7047327	0.7707198	0.2640844	0.7370504	0.1017279	0.4501540	0.7285684	0.6968149	0.5393895	0.4352225	0.4836040	0.7409052	0.2726076	0.7563151	0.3906648	0.4011478	0.7564228	0.7811350	0.6677500	0.5741235	0.8168617	0.4208223	0.1835755	0.1840501	0.2376211
0.8244645	0.2791632	0.6499237	0.1608459	0.6741871	0.3151775	0.6221042	0.5205873	0.5978639	0.6830304	0.6889731	0.6458273	0.3447392	0.6655886	0.5624388	0.3396181	0.7276962	0.0493914	0.5417642	0.7729672	0.5950419	0.4046072	0.6919791	0.4954186	0.5400282	0.6561296	0.6284652	0.3599983	0.7514653	0.0500710	0.3638783	0.7274031	0.9067721	0.6410751	0.4691324	0.5565943	0.7151373	0.4381677	0.6512044	0.5229203	0.6062483	0.6158181	0.7096444	0.6124769	0.4925533	0.5832317	0.4666659	0.2904750	0.2551908	0.2842935
0.6781892	0.3510296	0.5528024	0.1193209	0.7046206	0.5185055	0.7482850	0.5350403	0.6869034	0.5896660	0.6091186	0.6565858	0.5403228	0.6486589	0.6435795	0.3227440	0.5172795	0.0851815	0.6769147	0.6775063	0.8146423	0.3679037	0.6609396	0.5183194	0.5383771	0.5793900	0.6948442	0.3509775	0.5370722	0.0497539	0.4085340	0.7137461	0.6875366	0.5755280	0.5175775	0.4580117	0.7703171	0.4160098	0.6909049	0.4319953	0.4448388	0.6045002	0.7472305	0.6725594	0.5664377	0.7767467	0.6745181	0.2041047	0.3364913	0.1328691
0.5482636	0.2907826	0.6171168	0.0891919	0.7688095	0.4107817	0.5882003	0.4077037	0.7278959	0.7983016	0.7106656	0.6465093	0.4399855	0.6812709	0.4387264	0.4406624	0.6397763	0.0690279	0.6826506	0.7373210	0.8804122	0.3358433	0.5465376	0.6511517	0.5266481	0.6075760	0.5360504	0.5932597	0.3896184	0.0060646	0.3258820	0.8570217	0.5460235	0.5818920	0.6978086	0.5076188	0.4986297	0.2989571	0.7144113	0.4097616	0.4595549	0.8227089	0.5971539	0.8854332	0.5321811	0.7734354	0.5940596	0.2028670	0.3425212	0.2259898
0.6467154	0.4624674	0.5080772	0.1505898	0.6431505	0.4183352	0.8125654	0.5191442	0.7736053	0.6477532	0.6069375	0.6859608	0.3967974	0.7275344	0.5891740	0.4323690	0.6416536	0.0508131	0.6986764	0.7394260	0.8355550	0.4082060	0.5566414	0.5045223	0.5252807	0.5297493	0.6437510	0.3779626	0.6004868	0.0650847	0.4175643	0.6095138	0.5618732	0.5128790	0.5528207	0.5418534	0.7583428	0.4047547	0.6846836	0.5504517	0.5071145	0.6174258	0.6822118	0.6544030	0.4664368	0.5970229	0.4318298	0.3103275	0.3581517	0.0848758
0.6708578	0.3401915	0.6780110	0.1318001	0.6579170	0.3571601	0.6026094	0.4835511	0.6801249	0.6300081	0.7621063	0.5803120	0.5436244	0.6882046	0.6280525	0.2656110	0.7244389	0.0829851	0.6550874	0.7311714	0.7081850	0.4330367	0.6199649	0.6415372	0.5197017	0.6216639	0.7218034	0.3746559	0.8738584	0.0521901	0.4422223	0.7752425	0.7827563	0.6622467	0.5763537	0.5013778	0.6467236	0.3468688	0.5624088	0.4681538	0.6164057	0.6749817	0.7812326	0.6768101	0.5391504	0.6537321	0.3945708	0.3192419	0.4160085	0.1372138
0.6194884	0.2919516	0.6292611	0.0695696	0.6986698	0.3835589	0.6487704	0.4156852	0.7305529	0.7104330	0.7375399	0.8106311	0.6854478	0.7448170	0.5564851	0.4361781	0.7238659	0.0604218	0.7297226	0.6526658	0.7524800	0.3526198	0.5995316	0.5313203	0.5277476	0.6055047	0.6496581	0.4964604	0.5962594	0.0327368	0.4014705	0.8102114	0.5419260	0.5976143	0.5765124	0.6032938	0.8733634	0.5027757	0.6371884	0.4006868	0.6664427	0.7849969	0.7820998	0.6813827	0.6972314	0.7463688	0.5037418	0.1771362	0.2938000	0.2026742
0.7495073	0.3671231	0.6867715	0.0850943	0.6397723	0.3541170	0.5271110	0.3981862	0.8417015	0.7419259	0.6172992	0.6962846	0.3627054	0.6272604	0.4934118	0.6198510	0.8003333	0.0725213	0.6961502	0.6066901	0.8026820	0.3703226	0.6895105	0.5384997	0.4430531	0.5909828	0.7759154	0.4572026	0.6575148	0.0796415	0.4972823	0.5675172	0.6188664	0.4914997	0.6929874	0.4216016	0.6378887	0.4416065	0.7413822	0.6141863	0.5798580	0.6391076	0.8053185	0.5032068	0.5259876	0.6083685	0.5835216	0.2327019	0.4772166	0.1963360
0.6228030	0.3935428	0.8020623	0.1611698	0.7287537	0.3320425	0.7206443	0.4622364	0.7226976	0.5864616	0.7221257	0.6422111	0.4387687	0.7482919	0.5660460	0.4607222	0.7551396	0.1119045	0.5777104	0.7881651	0.7490090	0.3418372	0.6562234	0.4863180	0.5207003	0.5389834	0.6157344	0.3938039	0.6431355	0.0532881	0.3872871	0.6118250	0.6796846	0.5276467	0.5458561	0.5378822	0.6189383	0.5238942	0.7216920	0.4380882	0.6330674	0.6935855	0.6950809	0.6720811	0.7092543	0.7500037	0.6695139	0.2422067	0.3555556	0.0205858
0.6330327	0.3714917	0.8262714	0.1123879	0.8878927	0.4303297	0.6281649	0.6565975	0.7118862	0.7595067	0.6598748	0.7111265	0.6330616	0.6758434	0.6229231	0.4357670	0.7410233	0.1544153	0.5114082	0.7864025	0.7365289	0.4606110	0.7367351	0.5371739	0.5705386	0.6097884	0.5843205	0.4866598	0.6251411	0.1038279	0.3789527	0.6606393	0.5207745	0.5657505	0.7087456	0.5804077	0.6392975	0.5560182	0.6369113	0.4598548	0.7330489	0.5648683	0.6134267	0.6403804	0.5280167	0.8013869	0.4403538	0.2694246	0.4133642	0.1430164
0.6111383	0.3076803	0.5705333	0.1403983	0.6625632	0.3393470	0.6415452	0.5554510	0.7336880	0.6820555	0.6466859	0.6633038	0.3697938	0.7865514	0.6843531	0.3638259	0.6780710	0.0799834	0.6627388	0.6242683	0.8470744	0.3421709	0.6868287	0.5099342	0.6386797	0.5719062	0.7214186	0.3917800	0.5264536	0.0039402	0.4014668	0.5848390	0.5871473	0.6296553	0.3896677	0.4950246	0.5684893	0.5109222	0.6703305	0.2636358	0.5311394	0.7293340	0.8669962	0.8214539	0.4244788	0.6885943	0.7200498	0.1489934	0.2821957	0.1384572
0.5913702	0.4915712	0.6701630	0.0920447	0.6798901	0.4245866	0.5483280	0.6745618	0.7270515	0.7608541	0.6084464	0.6302949	0.4514710	0.7198980	0.4864511	0.3321138	0.6070412	0.1129769	0.5657700	0.7183770	0.7269105	0.4649560	0.7275251	0.4198202	0.3792536	0.7375841	0.6412444	0.2957712	0.7697352	0.0694643	0.4486935	0.6998760	0.4992366	0.5121103	0.6155706	0.6006920	0.7002199	0.5097252	0.6599889	0.5319748	0.6421051	0.6624801	0.5483294	0.6574640	0.2924066	0.8099185	0.4675535	0.4160295	0.1917654	0.1390657
0.5742549	0.2209171	0.4242342	0.2171096	0.6922344	0.2267149	0.4505009	0.4571469	0.6666729	0.6874577	0.6276099	0.5787590	0.3262991	0.6365773	0.6564454	0.2744554	0.5953185	0.1779298	0.6549498	0.7932878	0.6320003	0.1137251	0.7862398	0.5842654	0.6740002	0.3996234	0.6715203	0.1435277	0.6477466	0.0471760	0.2629597	0.6666627	0.3480632	0.3886225	0.3613382	0.2869352	0.6108423	0.2991553	0.6326772	0.2391531	0.3427558	0.7254822	0.7625096	0.6811489	0.4212669	0.6799062	0.5652919	0.1519990	0.3915808	0.3240280
0.3799716	0.1745451	0.4141007	0.1522611	0.8129214	0.2068394	0.5977789	0.3479603	0.6872827	0.6167852	0.6785513	0.6835598	0.1301795	0.6937680	0.3145783	0.3651135	0.6854006	0.2330890	0.4856013	0.5885519	0.7388366	0.2371676	0.3997253	0.3359170	0.5418998	0.4218534	0.3282163	0.1382030	0.5660638	0.1323235	0.2341562	0.6560881	0.3418105	0.4511208	0.3270609	0.2372215	0.6493589	0.2238141	0.5712643	0.1601858	0.2149359	0.5697082	0.8295066	0.6707072	0.4694763	0.5821332	0.4742850	0.2653367	0.4037252	0.1090213
0.6298954	0.3490290	0.7766078	0.1197190	0.5975819	0.3087588	0.7169490	0.5274059	0.7652604	0.8451964	0.6872606	0.7286490	0.4584162	0.6660337	0.4550839	0.3968201	0.7726145	0.0734311	0.6920975	0.5904528	0.6232601	0.3045132	0.6121196	0.6846198	0.5969170	0.6030928	0.6448017	0.3908465	0.6460061	0.0456437	0.4203067	0.7349753	0.6775433	0.5896808	0.4930147	0.4926174	0.5756180	0.5863874	0.6577953	0.4479979	0.5645453	0.6413476	0.6003756	0.7147232	0.4477069	0.7245521	0.5408803	0.2749719	0.4175018	0.1609706
0.6766955	0.2956306	0.6693965	0.1231890	0.6782640	0.3889370	0.6406908	0.4560699	0.6381316	0.8613311	0.5794792	0.5335502	0.5376195	0.7373906	0.5355247	0.4449254	0.6388556	0.1314098	0.7102711	0.7762997	0.6489507	0.2536357	0.5732643	0.5292235	0.7134926	0.5751782	0.5250626	0.5471908	0.4090351	0.0444820	0.3622525	0.6918472	0.5195972	0.6088894	0.6805743	0.3906977	0.4911460	0.3648920	0.7371515	0.4800634	0.3946320	0.5592152	0.5922720	0.6305970	0.3955183	0.6008659	0.6300476	0.2109346	0.2895157	0.1958170
0.8102857	0.3966822	0.6570504	0.1718920	0.5443091	0.4622253	0.7571104	0.4727127	0.7254835	0.6734197	0.7283932	0.5937139	0.6784594	0.6251912	0.5780051	0.4613495	0.5947781	0.0475264	0.5661936	0.6052858	0.6028607	0.3953838	0.6269055	0.5716271	0.4619141	0.7895477	0.6180453	0.5452553	0.7354978	0.0715549	0.3432315	0.6124649	0.6028304	0.6579134	0.6042947	0.5214989	0.6927306	0.2260629	0.7306111	0.4301736	0.6075621	0.7333859	0.6035047	0.6714461	0.4375019	0.7311454	0.5051499	0.2828817	0.3796552	0.0915856
0.6949581	0.3212798	0.7323533	0.0642449	0.5720613	0.4714988	0.7822695	0.4739661	0.7164519	0.7826185	0.6586210	0.5858326	0.4962677	0.5418626	0.6073863	0.4972945	0.8490206	0.0479614	0.7914059	0.7022547	0.8346798	0.4712782	0.4908785	0.6405175	0.5426184	0.6752795	0.6187151	0.4456656	0.6591465	0.0060878	0.5780717	0.7343789	0.5753367	0.5046668	0.5333924	0.4895014	0.6151721	0.4914231	0.6603368	0.6401155	0.5228981	0.6657930	0.7420069	0.6654384	0.4844517	0.5560557	0.4297379	0.3063237	0.3219199	0.1753942
0.6617673	0.3539412	0.7083663	0.0622422	0.7118201	0.3735534	0.7086863	0.4914700	0.7752524	0.6603487	0.7208739	0.5648005	0.4031706	0.5816286	0.5981008	0.4956241	0.5980602	0.0774719	0.6668532	0.7046263	0.5669851	0.3614957	0.6408609	0.7212102	0.3783200	0.4918741	0.5779568	0.3326073	0.7192621	0.0854684	0.4664113	0.7597999	0.6673355	0.6286173	0.5616657	0.4476248	0.6436797	0.4244759	0.6811772	0.4360349	0.6054549	0.6828385	0.6124154	0.5615240	0.4531358	0.6958432	0.4097352	0.3383504	0.2772718	0.1162405
0.5911036	0.4669692	0.6681492	0.1066412	0.6782577	0.4058672	0.5561430	0.4961026	0.6018575	0.6473931	0.7651909	0.5636116	0.6728358	0.7283990	0.4817537	0.4643833	0.6554415	0.0434647	0.6296222	0.6855326	0.7090063	0.4736742	0.5826005	0.5940867	0.4172371	0.8428198	0.7996460	0.4169778	0.6407182	0.0038027	0.4651769	0.6289956	0.6583119	0.5353634	0.5339976	0.3437543	0.6135336	0.4025121	0.6453532	0.4208135	0.5930545	0.5715910	0.6734621	0.7618711	0.3810903	0.7147306	0.4750122	0.2446798	0.3564853	0.2071234
